e1 m-,e1 m+,e1 n-,e1 n+,e1 h-,e1 h+,e2 m-,e2 m+,e2 n-,e2 n+,e2 h-,e2 h+,e3 m-,e3 m+,e3 n-,e3 n+,e3 h-,e3 h+,e4 m-,e4 m+,e4 n-,e4 n+,e4 h-,e4 h+,e5 m-,e5 m+,e5 n-,e5 n+,e5 h-,e5 h+,e6 m-,e6 m+,e6 n-,e6 n+,e6 h-,e6 h+
0.17,0.48,0.08,0.49,0.030000000000000027,0.75,0.30,0.83,0.13,0.33,-0.15999999999999998,0.57,0.66,0.70,0.13,0.17,0.13000000000000003,0.20999999999999996,0.41,0.51,0.18,0.57,-0.07999999999999996,0.4100000000000001,0.54,0.72,0.24,0.37,-0.08999999999999997,0.21999999999999997,0.80,0.89,0.09,0.17,-0.060000000000000026,0.10999999999999996
0.73,0.98,0.01,0.09,-0.06999999999999998,0.26,0.06,0.23,0.07,0.40,0.37,0.8699999999999999,0.58,0.90,0.05,0.33,-0.23000000000000004,0.37000000000000005,0.68,0.79,0.12,0.14,0.06999999999999995,0.19999999999999996,0.46,0.90,0.09,0.36,-0.26,0.45000000000000007,0.91,0.98,0.00,0.08,-0.059999999999999984,0.08999999999999997
0.54,0.65,0.34,0.46,-0.11000000000000004,0.11999999999999994,0.59,0.81,0.08,0.29,-0.10000000000000003,0.33,0.35,0.42,0.25,0.30,0.2800000000000001,0.4,0.41,0.59,0.03,0.56,-0.15000000000000002,0.56,0.15,0.52,0.12,0.79,-0.31000000000000005,0.73,0.57,0.67,0.07,0.12,0.20999999999999996,0.36000000000000004
0.37,0.98,0.02,0.33,-0.31,0.61,0.81,0.89,0.01,0.06,0.04999999999999999,0.17999999999999994,0.68,0.86,0.05,0.28,-0.14,0.26999999999999996,0.79,0.80,0.01,0.15,0.04999999999999996,0.19999999999999996,0.31,0.36,0.22,0.27,0.37,0.47,0.30,0.49,0.39,0.59,-0.07999999999999996,0.30999999999999994
0.56,0.73,0.06,0.15,0.12000000000000002,0.37999999999999995,0.47,0.52,0.45,0.45,0.02999999999999997,0.08000000000000002,0.93,0.94,0.04,0.05,0.01000000000000005,0.02999999999999995,0.31,0.86,0.03,0.52,-0.38,0.6599999999999999,0.32,0.83,0.02,0.31,-0.13999999999999996,0.6599999999999999,0.91,0.93,0.06,0.08,-0.01000000000000005,0.02999999999999997
0.96,0.98,0.02,0.04,-0.019999999999999983,0.020000000000000035,0.15,0.23,0.40,0.79,-0.020000000000000018,0.44999999999999996,0.15,0.24,0.71,0.75,0.010000000000000009,0.14,0.01,0.03,0.47,0.54,0.42999999999999994,0.52,0.11,0.14,0.41,0.86,0.0,0.48000000000000004,0.06,0.10,0.54,0.64,0.26,0.3999999999999999
0.60,0.63,0.02,0.04,0.33,0.38,0.49,0.52,0.32,0.34,0.13999999999999996,0.19,0.27,0.80,0.13,0.31,-0.11000000000000004,0.6,0.91,0.98,0.02,0.04,-0.019999999999999983,0.06999999999999997,0.38,0.50,0.47,0.58,-0.07999999999999996,0.15000000000000002,0.85,1.00,0.00,0.03,-0.03,0.15000000000000002
0.12,0.44,0.28,0.83,-0.2699999999999999,0.6,0.92,0.97,0.00,0.08,-0.049999999999999975,0.07999999999999996,0.46,0.74,0.17,0.48,-0.21999999999999997,0.37,0.41,0.67,0.27,0.32,0.009999999999999953,0.32000000000000006,0.36,0.87,0.04,0.61,-0.48,0.6,0.14,0.38,0.16,0.78,-0.16000000000000003,0.7
0.27,0.80,0.09,0.59,-0.39,0.64,0.84,0.94,0.03,0.04,0.020000000000000052,0.13000000000000003,0.62,0.72,0.26,0.29,-0.009999999999999953,0.12,0.43,0.67,0.09,0.16,0.16999999999999996,0.4800000000000001,0.44,0.71,0.24,0.33,-0.03999999999999998,0.32000000000000006,0.59,0.68,0.18,0.29,0.02999999999999997,0.23000000000000004
0.84,0.86,0.09,0.13,0.010000000000000009,0.07000000000000003,0.16,0.55,0.27,0.37,0.07999999999999996,0.57,0.53,0.77,0.07,0.14,0.08999999999999997,0.39999999999999997,0.38,0.64,0.35,0.59,-0.22999999999999998,0.27,0.79,0.97,0.00,0.02,0.010000000000000026,0.20999999999999996,0.07,0.32,0.68,0.76,-0.08000000000000007,0.2499999999999999
0.28,0.58,0.06,0.16,0.26,0.6599999999999999,0.60,0.99,0.00,0.04,-0.029999999999999992,0.4,0.35,0.44,0.46,0.60,-0.039999999999999925,0.19,0.93,0.95,0.03,0.07,-0.019999999999999962,0.03999999999999995,1.00,1.00,0.00,0.00,0.0,0.0,0.88,0.90,0.02,0.02,0.07999999999999997,0.09999999999999999
0.06,0.33,0.44,0.63,0.039999999999999925,0.49999999999999994,0.95,0.96,0.03,0.03,0.010000000000000037,0.020000000000000046,0.99,0.99,0.00,0.01,8.673617379884035e-18,0.010000000000000009,0.37,0.42,0.03,0.62,-0.039999999999999925,0.6,0.98,1.00,0.00,0.02,-0.02,0.020000000000000018,0.82,0.99,0.00,0.06,-0.04999999999999999,0.18000000000000005
0.87,0.92,0.03,0.09,-0.010000000000000037,0.1,0.12,0.81,0.12,0.53,-0.3400000000000001,0.76,0.44,0.85,0.01,0.54,-0.39,0.55,0.09,0.79,0.17,0.87,-0.66,0.74,1.00,1.00,0.00,0.00,0.0,0.0,0.82,0.84,0.04,0.12,0.040000000000000036,0.14000000000000004
0.40,0.85,0.03,0.27,-0.12,0.57,0.78,0.81,0.18,0.18,0.009999999999999953,0.03999999999999998,0.77,0.83,0.08,0.10,0.07000000000000003,0.14999999999999997,0.06,0.33,0.26,0.45,0.21999999999999992,0.6799999999999999,0.24,0.27,0.59,0.65,0.07999999999999996,0.17000000000000004,0.71,0.77,0.22,0.27,-0.040000000000000036,0.07000000000000003
0.50,0.60,0.26,0.34,0.06,0.24,0.91,0.93,0.05,0.09,-0.020000000000000046,0.039999999999999966,0.37,0.50,0.12,0.60,-0.09999999999999998,0.51,0.37,0.82,0.11,0.36,-0.17999999999999994,0.52,0.49,0.68,0.15,0.34,-0.020000000000000073,0.36,0.64,0.91,0.05,0.26,-0.17000000000000004,0.31
0.82,0.93,0.04,0.06,0.009999999999999953,0.14000000000000004,0.15,0.66,0.31,0.64,-0.30000000000000004,0.54,0.84,0.95,0.03,0.15,-0.09999999999999995,0.13000000000000003,0.55,0.76,0.07,0.14,0.09999999999999998,0.37999999999999995,0.50,0.65,0.11,0.36,-0.010000000000000009,0.39,0.67,0.67,0.16,0.16,0.16999999999999996,0.16999999999999996
0.55,0.76,0.15,0.19,0.04999999999999999,0.29999999999999993,0.99,1.00,0.00,0.01,-0.01,0.010000000000000009,0.97,0.99,0.00,0.01,8.673617379884035e-18,0.030000000000000027,0.85,0.94,0.01,0.09,-0.029999999999999943,0.14,0.64,0.79,0.19,0.23,-0.020000000000000046,0.16999999999999998,0.08,0.47,0.23,0.90,-0.37,0.6900000000000001
0.21,0.34,0.45,0.45,0.2099999999999999,0.34,0.25,0.63,0.36,0.61,-0.24,0.39,0.02,0.56,0.11,0.80,-0.3600000000000001,0.87,0.41,0.57,0.12,0.40,0.030000000000000027,0.4700000000000001,0.22,0.37,0.37,0.39,0.24,0.41000000000000003,0.65,0.67,0.27,0.28,0.04999999999999993,0.07999999999999996
0.54,0.88,0.04,0.08,0.039999999999999994,0.42,0.94,0.98,0.02,0.02,1.734723475976807e-17,0.04000000000000005,0.83,0.89,0.02,0.07,0.03999999999999998,0.15000000000000005,0.02,0.86,0.07,0.31,-0.16999999999999998,0.9099999999999999,0.13,0.42,0.31,0.46,0.12000000000000005,0.56,0.64,0.95,0.05,0.21,-0.15999999999999995,0.31
0.66,0.84,0.13,0.17,-0.009999999999999981,0.20999999999999996,0.87,0.94,0.03,0.04,0.020000000000000052,0.1,0.20,0.23,0.05,0.76,0.010000000000000009,0.75,0.09,0.42,0.51,0.67,-0.08999999999999997,0.4,0.47,0.87,0.12,0.39,-0.26,0.41000000000000003,0.43,0.65,0.01,0.36,-0.010000000000000009,0.56
0.69,0.97,0.02,0.11,-0.07999999999999997,0.29000000000000004,0.10,0.40,0.33,0.68,-0.08000000000000007,0.5700000000000001,0.70,0.97,0.00,0.10,-0.06999999999999998,0.30000000000000004,0.89,0.99,0.01,0.08,-0.06999999999999999,0.09999999999999999,0.47,0.62,0.21,0.42,-0.03999999999999998,0.32000000000000006,0.85,0.99,0.01,0.01,8.673617379884035e-18,0.14
0.10,0.59,0.32,0.85,-0.43999999999999995,0.5800000000000001,0.47,0.90,0.08,0.18,-0.08000000000000002,0.45,0.61,0.62,0.26,0.31,0.07,0.13,0.83,0.88,0.11,0.12,0.0,0.06000000000000004,0.81,0.95,0.01,0.09,-0.03999999999999995,0.17999999999999994,0.63,0.76,0.21,0.25,-0.010000000000000009,0.16
0.29,0.76,0.03,0.11,0.13,0.6799999999999999,0.23,0.69,0.29,0.58,-0.2699999999999999,0.48000000000000004,0.01,0.19,0.41,0.71,0.10000000000000009,0.5800000000000001,0.80,0.82,0.18,0.20,-0.019999999999999962,0.019999999999999962,0.04,0.71,0.15,0.83,-0.5399999999999999,0.8099999999999999,0.58,0.80,0.18,0.21,-0.010000000000000037,0.24000000000000005
0.28,0.49,0.14,0.17,0.33999999999999997,0.58,0.31,0.60,0.30,0.32,0.08000000000000002,0.38999999999999996,0.15,0.32,0.30,0.43,0.24999999999999994,0.55,0.53,0.87,0.01,0.36,-0.22999999999999998,0.45999999999999996,0.86,0.95,0.05,0.08,-0.029999999999999957,0.09000000000000001,0.57,0.75,0.03,0.07,0.18,0.4
0.93,0.96,0.00,0.04,3.469446951953614e-17,0.06999999999999995,0.82,0.86,0.08,0.10,0.04000000000000001,0.10000000000000005,0.22,0.34,0.33,0.63,0.029999999999999916,0.45,0.79,0.86,0.01,0.03,0.11000000000000001,0.19999999999999996,0.06,0.35,0.57,0.74,-0.08999999999999997,0.37,0.56,0.71,0.24,0.28,0.010000000000000009,0.19999999999999996
0.89,0.98,0.01,0.04,-0.019999999999999983,0.09999999999999999,0.12,0.50,0.33,0.63,-0.13,0.55,0.55,0.63,0.16,0.33,0.03999999999999998,0.2899999999999999,0.98,0.98,0.01,0.02,1.734723475976807e-17,0.010000000000000018,0.82,0.85,0.10,0.15,2.7755575615628914e-17,0.08000000000000004,0.20,0.68,0.29,0.50,-0.18000000000000005,0.51
0.04,0.80,0.01,0.85,-0.65,0.95,1.00,1.00,0.00,0.00,0.0,0.0,0.55,0.82,0.03,0.19,-0.009999999999999953,0.41999999999999993,0.76,0.97,0.02,0.24,-0.20999999999999996,0.22,0.40,0.55,0.01,0.18,0.26999999999999996,0.59,0.25,0.30,0.70,0.71,-0.010000000000000009,0.050000000000000044
0.72,0.99,0.00,0.26,-0.25,0.28,0.38,0.57,0.26,0.56,-0.13,0.36,0.49,0.87,0.00,0.26,-0.13,0.51,0.30,0.97,0.02,0.29,-0.25999999999999995,0.6799999999999999,0.35,0.66,0.25,0.61,-0.27,0.4,0.05,0.56,0.07,0.54,-0.10000000000000009,0.8799999999999999
0.77,0.99,0.01,0.14,-0.13,0.21999999999999997,0.63,0.66,0.29,0.34,-5.551115123125783e-17,0.08000000000000002,0.16,0.17,0.68,0.70,0.13,0.15999999999999992,0.87,0.99,0.01,0.06,-0.04999999999999999,0.12000000000000001,0.77,0.99,0.00,0.13,-0.12,0.22999999999999998,0.71,0.85,0.14,0.20,-0.04999999999999999,0.15000000000000002
0.65,0.89,0.04,0.06,0.04999999999999999,0.31,0.67,0.96,0.03,0.22,-0.17999999999999997,0.29999999999999993,0.26,0.72,0.05,0.62,-0.33999999999999997,0.69,0.59,0.62,0.01,0.27,0.10999999999999999,0.4,0.39,0.45,0.35,0.48,0.07000000000000006,0.26,0.88,0.98,0.01,0.08,-0.059999999999999984,0.11
0.45,0.87,0.04,0.08,0.05,0.51,0.15,0.27,0.09,0.11,0.62,0.76,0.19,0.39,0.05,0.79,-0.18000000000000005,0.76,0.26,0.41,0.04,0.61,-0.019999999999999907,0.7,0.57,0.65,0.06,0.43,-0.08000000000000002,0.37000000000000005,0.83,0.86,0.09,0.13,0.010000000000000009,0.08000000000000004
0.93,0.96,0.01,0.02,0.020000000000000035,0.05999999999999995,0.78,0.90,0.02,0.17,-0.07000000000000003,0.19999999999999998,0.65,0.74,0.21,0.26,0.0,0.13999999999999999,0.98,0.98,0.00,0.01,0.010000000000000018,0.020000000000000018,0.74,0.93,0.06,0.13,-0.06000000000000005,0.2,0.50,0.68,0.27,0.41,-0.09000000000000002,0.22999999999999998
0.63,0.88,0.04,0.11,0.009999999999999995,0.33,0.89,0.91,0.08,0.09,-2.7755575615628914e-17,0.029999999999999985,0.86,0.95,0.04,0.05,4.163336342344337e-17,0.1,0.73,0.90,0.06,0.08,0.019999999999999976,0.21000000000000002,0.84,1.00,0.00,0.15,-0.15,0.16000000000000003,0.51,0.71,0.17,0.28,0.010000000000000009,0.31999999999999995
0.39,0.78,0.03,0.51,-0.29000000000000004,0.58,0.38,0.41,0.58,0.58,0.01000000000000012,0.040000000000000036,0.98,0.99,0.01,0.02,-0.009999999999999992,0.010000000000000018,0.07,0.39,0.43,0.70,-0.08999999999999997,0.49999999999999994,0.17,0.17,0.15,0.83,0.0,0.6799999999999999,0.26,0.60,0.09,0.30,0.10000000000000003,0.65
0.55,0.86,0.07,0.37,-0.22999999999999998,0.37999999999999995,0.69,0.94,0.04,0.28,-0.21999999999999997,0.2700000000000001,0.70,0.76,0.22,0.26,-0.020000000000000018,0.08000000000000004,0.37,0.71,0.18,0.54,-0.25,0.45,0.84,0.92,0.01,0.11,-0.03000000000000004,0.15000000000000002,0.65,0.72,0.20,0.30,-0.019999999999999962,0.14999999999999997
0.22,0.77,0.09,0.38,-0.15000000000000002,0.6900000000000001,0.09,0.72,0.11,0.73,-0.44999999999999996,0.8,0.30,0.45,0.33,0.64,-0.08999999999999997,0.36999999999999994,0.24,0.42,0.40,0.41,0.1700000000000001,0.36,0.20,0.80,0.11,0.35,-0.15000000000000002,0.6900000000000001,0.25,0.57,0.02,0.70,-0.2699999999999999,0.73
0.45,0.84,0.14,0.15,0.010000000000000037,0.41000000000000003,0.22,0.92,0.02,0.61,-0.53,0.76,0.47,0.78,0.17,0.26,-0.040000000000000036,0.36,0.39,0.44,0.10,0.25,0.31000000000000005,0.51,0.74,0.92,0.04,0.09,-0.010000000000000037,0.22,0.30,0.46,0.11,0.64,-0.09999999999999998,0.59
0.66,0.85,0.15,0.23,-0.07999999999999999,0.18999999999999997,0.59,0.85,0.10,0.10,0.05000000000000002,0.31000000000000005,0.59,0.93,0.05,0.38,-0.31000000000000005,0.36000000000000004,0.34,0.50,0.07,0.52,-0.020000000000000018,0.5899999999999999,0.91,0.94,0.03,0.08,-0.01999999999999995,0.05999999999999997,0.42,0.66,0.27,0.54,-0.20000000000000007,0.31000000000000005
0.98,0.99,0.00,0.02,-0.009999999999999992,0.020000000000000018,0.50,0.92,0.03,0.39,-0.31000000000000005,0.47,0.24,0.42,0.05,0.74,-0.15999999999999992,0.71,0.26,0.58,0.10,0.18,0.24000000000000005,0.64,0.61,0.80,0.06,0.30,-0.10000000000000003,0.33,0.94,0.97,0.01,0.06,-0.02999999999999997,0.05000000000000005
0.95,0.96,0.01,0.04,3.469446951953614e-17,0.04000000000000004,0.96,0.97,0.03,0.04,-0.009999999999999974,0.010000000000000037,0.70,0.76,0.00,0.16,0.07999999999999999,0.30000000000000004,0.39,0.40,0.22,0.34,0.25999999999999995,0.39,0.28,1.00,0.00,0.63,-0.63,0.72,0.69,0.96,0.03,0.21,-0.16999999999999996,0.28
0.06,0.17,0.07,0.11,0.72,0.8699999999999999,0.83,0.93,0.06,0.07,-5.551115123125783e-17,0.11000000000000004,0.32,0.97,0.01,0.40,-0.37,0.6699999999999999,0.94,0.99,0.00,0.01,8.673617379884035e-18,0.06000000000000005,0.88,0.93,0.04,0.11,-0.04000000000000005,0.07999999999999999,0.16,0.16,0.77,0.80,0.039999999999999925,0.06999999999999995
0.48,0.87,0.11,0.38,-0.25,0.41000000000000003,0.80,0.87,0.13,0.14,-0.010000000000000009,0.06999999999999995,0.23,0.59,0.38,0.69,-0.2799999999999999,0.39,0.61,0.64,0.14,0.32,0.03999999999999998,0.25,0.52,0.91,0.04,0.10,-0.010000000000000037,0.44,0.20,0.86,0.08,0.40,-0.26,0.7200000000000001
0.74,0.88,0.10,0.22,-0.1,0.16,0.90,0.91,0.08,0.09,-2.7755575615628914e-17,0.019999999999999976,0.91,0.98,0.02,0.02,1.734723475976807e-17,0.06999999999999997,0.19,0.98,0.02,0.54,-0.52,0.79,0.23,0.64,0.26,0.72,-0.36,0.51,0.64,0.91,0.05,0.21,-0.12000000000000002,0.31
0.24,0.97,0.01,0.58,-0.5499999999999999,0.75,0.10,0.42,0.45,0.88,-0.29999999999999993,0.45,0.62,0.88,0.09,0.22,-0.1,0.29000000000000004,0.41,0.43,0.39,0.44,0.13000000000000006,0.20000000000000007,0.01,0.17,0.68,0.97,-0.14,0.30999999999999994,0.75,0.87,0.09,0.17,-0.04000000000000001,0.16
0.94,0.99,0.00,0.06,-0.04999999999999999,0.06000000000000005,0.44,0.52,0.23,0.45,0.02999999999999997,0.33000000000000007,0.60,0.66,0.31,0.35,-0.010000000000000009,0.09000000000000002,0.93,0.96,0.03,0.06,-0.019999999999999962,0.03999999999999995,0.88,0.96,0.02,0.04,3.469446951953614e-17,0.09999999999999999,0.53,0.97,0.01,0.44,-0.41,0.45999999999999996
0.67,0.69,0.31,0.31,5.551115123125783e-17,0.019999999999999962,0.11,0.63,0.29,0.52,-0.15000000000000002,0.6000000000000001,0.04,0.19,0.04,0.49,0.32000000000000006,0.9199999999999999,0.09,0.49,0.28,0.57,-0.05999999999999994,0.63,0.94,0.95,0.01,0.05,4.163336342344337e-17,0.05000000000000005,0.76,0.88,0.04,0.14,-0.020000000000000018,0.19999999999999998
0.32,0.93,0.01,0.15,-0.08000000000000004,0.6699999999999999,0.96,0.99,0.00,0.02,-0.009999999999999992,0.040000000000000036,0.30,0.90,0.03,0.23,-0.13000000000000003,0.6699999999999999,0.20,0.57,0.42,0.45,-0.019999999999999962,0.38000000000000006,0.56,0.62,0.04,0.38,0.0,0.39999999999999997,0.90,0.98,0.01,0.03,-0.009999999999999981,0.08999999999999998
0.85,0.90,0.06,0.10,-2.7755575615628914e-17,0.09000000000000002,0.77,0.81,0.17,0.20,-0.010000000000000064,0.05999999999999997,0.02,0.20,0.26,0.82,-0.019999999999999907,0.72,0.70,0.79,0.08,0.19,0.019999999999999962,0.22000000000000003,0.43,0.47,0.43,0.50,0.030000000000000027,0.14000000000000007,0.80,0.84,0.01,0.09,0.07000000000000003,0.18999999999999995
0.16,0.60,0.39,0.82,-0.41999999999999993,0.44999999999999996,0.37,0.81,0.06,0.26,-0.07000000000000006,0.5700000000000001,0.99,0.99,0.00,0.01,8.673617379884035e-18,0.010000000000000009,0.57,0.90,0.01,0.14,-0.040000000000000036,0.42000000000000004,0.63,0.68,0.10,0.35,-0.030000000000000027,0.27,0.09,0.93,0.01,0.19,-0.12000000000000005,0.9
0.95,0.97,0.00,0.04,-0.009999999999999974,0.050000000000000044,0.77,0.88,0.00,0.19,-0.07,0.22999999999999998,0.86,0.88,0.05,0.13,-0.010000000000000009,0.09000000000000001,0.18,0.81,0.01,0.14,0.04999999999999993,0.81,0.13,0.48,0.09,0.21,0.31000000000000005,0.78,0.52,0.84,0.16,0.39,-0.22999999999999998,0.31999999999999995
0.03,0.15,0.84,0.96,-0.10999999999999999,0.13,0.21,0.97,0.00,0.12,-0.08999999999999997,0.79,0.21,0.93,0.03,0.77,-0.7000000000000001,0.76,0.24,0.80,0.06,0.54,-0.3400000000000001,0.7,0.85,0.93,0.06,0.09,-0.020000000000000046,0.09000000000000002,0.55,0.77,0.15,0.16,0.06999999999999998,0.29999999999999993
0.48,0.48,0.43,0.45,0.07,0.09000000000000002,0.42,0.95,0.01,0.44,-0.38999999999999996,0.5700000000000001,0.93,0.93,0.02,0.03,0.03999999999999995,0.04999999999999995,0.01,0.70,0.14,0.32,-0.019999999999999962,0.85,0.29,0.77,0.01,0.50,-0.27,0.7,0.49,0.94,0.01,0.35,-0.2899999999999999,0.5
0.73,0.77,0.18,0.24,-0.010000000000000009,0.09000000000000002,0.79,0.79,0.11,0.19,0.019999999999999962,0.09999999999999996,0.21,0.24,0.72,0.77,-0.010000000000000009,0.07000000000000006,0.93,0.97,0.02,0.07,-0.03999999999999998,0.04999999999999995,0.30,0.62,0.08,0.58,-0.19999999999999996,0.62,0.96,0.96,0.01,0.04,3.469446951953614e-17,0.030000000000000034
0.97,0.99,0.00,0.02,-0.009999999999999992,0.030000000000000027,0.50,0.89,0.03,0.22,-0.11000000000000001,0.47,0.13,0.34,0.20,0.24,0.41999999999999993,0.6699999999999999,0.01,0.74,0.25,0.46,-0.2,0.74,0.62,0.87,0.06,0.16,-0.03,0.32,0.49,0.57,0.03,0.37,0.06000000000000005,0.48
0.36,0.63,0.14,0.38,-0.010000000000000009,0.5,0.38,0.82,0.05,0.59,-0.4099999999999999,0.57,0.28,0.95,0.04,0.56,-0.51,0.6799999999999999,0.61,0.76,0.17,0.31,-0.07,0.22,0.51,0.63,0.16,0.16,0.21,0.32999999999999996,0.62,0.68,0.28,0.30,0.019999999999999962,0.09999999999999998
0.02,0.03,0.20,0.91,0.05999999999999994,0.78,0.03,0.22,0.03,0.79,-0.010000000000000009,0.94,0.19,0.90,0.04,0.12,-0.020000000000000018,0.77,0.02,0.72,0.05,0.50,-0.21999999999999997,0.9299999999999999,0.87,0.89,0.10,0.12,-0.010000000000000009,0.03,0.64,0.85,0.10,0.29,-0.13999999999999996,0.26
0.88,0.91,0.07,0.07,0.019999999999999962,0.04999999999999999,0.81,0.91,0.09,0.12,-0.030000000000000027,0.09999999999999995,0.06,0.71,0.04,0.82,-0.5299999999999999,0.8999999999999999,0.88,0.92,0.03,0.12,-0.040000000000000036,0.09,0.97,0.98,0.00,0.02,1.734723475976807e-17,0.030000000000000027,0.39,0.95,0.00,0.33,-0.27999999999999997,0.61
0.96,0.97,0.02,0.03,2.7755575615628914e-17,0.020000000000000035,0.33,0.35,0.57,0.61,0.040000000000000036,0.09999999999999998,0.11,0.93,0.01,0.55,-0.4800000000000001,0.88,0.10,0.19,0.08,0.75,0.06000000000000005,0.8200000000000001,0.72,0.97,0.00,0.17,-0.13999999999999999,0.28,0.18,0.89,0.08,0.57,-0.45999999999999996,0.7400000000000001
0.25,0.93,0.04,0.48,-0.41000000000000003,0.71,0.23,0.69,0.07,0.61,-0.29999999999999993,0.7,0.35,0.58,0.04,0.16,0.26,0.61,0.19,0.38,0.53,0.59,0.030000000000000027,0.28,0.77,0.97,0.01,0.11,-0.07999999999999997,0.21999999999999997,0.21,0.90,0.03,0.27,-0.17000000000000004,0.76
0.45,0.72,0.16,0.48,-0.19999999999999996,0.39,0.54,0.97,0.03,0.35,-0.31999999999999995,0.42999999999999994,0.25,0.76,0.18,0.57,-0.32999999999999996,0.5700000000000001,0.02,0.93,0.04,0.95,-0.88,0.94,0.24,0.82,0.15,0.63,-0.44999999999999996,0.61,0.78,0.82,0.16,0.21,-0.029999999999999943,0.05999999999999997
0.99,1.00,0.00,0.01,-0.01,0.010000000000000009,0.88,0.93,0.03,0.07,-5.551115123125783e-17,0.09,0.64,0.98,0.00,0.13,-0.10999999999999999,0.36,0.29,0.31,0.62,0.69,0.0,0.08999999999999997,0.88,0.88,0.09,0.09,0.03,0.03,0.31,0.47,0.49,0.58,-0.04999999999999993,0.19999999999999996
