e1 m-,e1 m+,e1 n-,e1 n+,e1 h-,e1 h+,e2 m-,e2 m+,e2 n-,e2 n+,e2 h-,e2 h+,e3 m-,e3 m+,e3 n-,e3 n+,e3 h-,e3 h+,e4 m-,e4 m+,e4 n-,e4 n+,e4 h-,e4 h+,e5 m-,e5 m+,e5 n-,e5 n+,e5 h-,e5 h+,e6 m-,e6 m+,e6 n-,e6 n+,e6 h-,e6 h+
0.07,0.77,0.02,0.05,0.18,0.9099999999999999,0.09,0.54,0.01,0.60,-0.14,0.9,0.62,0.83,0.15,0.15,0.020000000000000046,0.23,0.39,0.55,0.06,0.61,-0.16000000000000003,0.55,0.40,0.96,0.02,0.08,-0.039999999999999966,0.58,0.28,0.85,0.12,0.63,-0.48,0.6
0.05,0.27,0.41,0.85,-0.12,0.54,0.70,1.00,0.00,0.11,-0.11,0.30000000000000004,0.24,0.88,0.06,0.23,-0.11000000000000001,0.7,0.96,0.97,0.03,0.03,2.7755575615628914e-17,0.010000000000000037,0.31,0.58,0.23,0.33,0.09000000000000002,0.45999999999999996,0.28,0.79,0.11,0.62,-0.41000000000000003,0.61
0.56,0.59,0.38,0.41,5.551115123125783e-17,0.05999999999999994,0.12,0.83,0.00,0.11,0.06000000000000004,0.88,0.96,0.99,0.00,0.02,-0.009999999999999992,0.040000000000000036,0.13,0.92,0.02,0.61,-0.53,0.85,0.16,0.29,0.26,0.49,0.21999999999999997,0.58,0.53,0.79,0.17,0.45,-0.24000000000000005,0.29999999999999993
0.92,0.97,0.01,0.03,2.7755575615628914e-17,0.06999999999999997,0.37,0.67,0.28,0.59,-0.26,0.35,0.08,0.27,0.54,0.90,-0.17000000000000004,0.38,0.77,0.97,0.00,0.23,-0.19999999999999998,0.22999999999999998,1.00,1.00,0.00,0.00,0.0,0.0,0.81,0.98,0.00,0.03,-0.009999999999999981,0.18999999999999995
0.11,0.38,0.39,0.44,0.18,0.5,0.08,0.67,0.27,0.70,-0.37,0.65,0.00,0.32,0.42,0.74,-0.06000000000000005,0.5800000000000001,0.50,0.83,0.10,0.12,0.050000000000000044,0.4,0.03,0.75,0.05,0.48,-0.22999999999999998,0.9199999999999999,0.30,0.49,0.41,0.54,-0.030000000000000027,0.29
0.61,0.97,0.02,0.33,-0.3,0.37,0.86,0.96,0.01,0.03,0.010000000000000037,0.13,0.24,0.82,0.07,0.52,-0.33999999999999997,0.69,0.59,0.87,0.04,0.18,-0.04999999999999999,0.37000000000000005,0.98,1.00,0.00,0.01,-0.01,0.020000000000000018,0.52,0.65,0.31,0.33,0.019999999999999962,0.16999999999999998
0.68,0.95,0.03,0.10,-0.04999999999999996,0.2899999999999999,0.54,0.55,0.21,0.42,0.02999999999999997,0.24999999999999997,0.85,0.91,0.00,0.07,0.019999999999999962,0.15000000000000002,0.43,0.49,0.17,0.30,0.21000000000000002,0.4,0.57,0.89,0.06,0.07,0.03999999999999998,0.37000000000000005,0.78,0.88,0.03,0.06,0.06,0.18999999999999997
0.42,0.55,0.23,0.49,-0.040000000000000036,0.3500000000000001,0.18,0.73,0.00,0.34,-0.07,0.8200000000000001,0.65,0.92,0.02,0.13,-0.050000000000000044,0.32999999999999996,0.22,0.78,0.14,0.48,-0.26,0.64,0.15,0.71,0.01,0.28,0.010000000000000009,0.84,0.39,0.76,0.10,0.38,-0.14,0.51
0.54,0.60,0.05,0.36,0.040000000000000036,0.41,0.29,0.51,0.43,0.48,0.010000000000000009,0.27999999999999997,0.13,0.51,0.16,0.38,0.10999999999999999,0.71,0.78,0.92,0.06,0.07,0.009999999999999953,0.15999999999999998,0.75,0.89,0.05,0.16,-0.05000000000000002,0.2,0.22,0.55,0.40,0.53,-0.08000000000000007,0.38
0.41,0.80,0.13,0.37,-0.17000000000000004,0.4600000000000001,0.79,0.90,0.06,0.06,0.03999999999999998,0.14999999999999997,0.78,0.83,0.13,0.14,0.030000000000000027,0.08999999999999997,0.55,0.85,0.00,0.07,0.08000000000000002,0.44999999999999996,0.71,0.89,0.01,0.12,-0.010000000000000009,0.28,0.76,0.76,0.21,0.21,0.03,0.03
0.75,0.81,0.18,0.20,-0.010000000000000064,0.07,0.38,0.85,0.04,0.17,-0.01999999999999999,0.58,0.64,0.65,0.13,0.27,0.07999999999999996,0.22999999999999998,0.07,0.43,0.06,0.21,0.3600000000000001,0.8699999999999999,0.68,0.89,0.03,0.24,-0.13,0.2899999999999999,0.28,0.72,0.11,0.22,0.060000000000000026,0.61
0.29,0.53,0.22,0.69,-0.21999999999999997,0.49,0.20,0.67,0.24,0.53,-0.20000000000000007,0.56,0.36,0.53,0.24,0.38,0.08999999999999997,0.4,0.69,0.73,0.18,0.30,-0.02999999999999997,0.13000000000000006,0.20,0.89,0.05,0.52,-0.41000000000000003,0.75,0.92,0.95,0.01,0.04,0.010000000000000044,0.06999999999999997
0.37,0.90,0.03,0.18,-0.08000000000000002,0.6,0.51,0.95,0.04,0.37,-0.31999999999999995,0.45,0.61,0.67,0.20,0.34,-0.010000000000000064,0.19,0.52,0.66,0.30,0.47,-0.13,0.18,0.18,0.44,0.40,0.51,0.050000000000000044,0.42000000000000004,0.56,0.90,0.01,0.21,-0.11000000000000001,0.42999999999999994
0.90,0.93,0.01,0.03,0.03999999999999995,0.08999999999999998,0.15,0.84,0.01,0.81,-0.65,0.84,0.04,0.32,0.09,0.43,0.24999999999999994,0.87,0.75,0.85,0.05,0.16,-0.009999999999999981,0.2,0.92,0.98,0.01,0.04,-0.019999999999999983,0.06999999999999997,0.35,0.41,0.37,0.54,0.050000000000000044,0.28
0.70,0.99,0.00,0.21,-0.19999999999999998,0.30000000000000004,0.59,0.60,0.10,0.26,0.14,0.31000000000000005,0.31,0.64,0.09,0.19,0.16999999999999998,0.6,0.53,0.79,0.18,0.47,-0.26,0.29,0.25,0.67,0.18,0.71,-0.38,0.5700000000000001,0.07,0.22,0.41,0.65,0.13,0.52
0.53,0.96,0.03,0.25,-0.20999999999999996,0.43999999999999995,0.12,0.81,0.18,0.73,-0.54,0.7,0.96,0.98,0.01,0.03,-0.009999999999999981,0.030000000000000034,0.94,0.99,0.01,0.02,-0.009999999999999992,0.05000000000000005,0.81,0.86,0.12,0.14,0.0,0.06999999999999995,0.06,0.40,0.06,0.08,0.52,0.8799999999999999
0.47,0.84,0.08,0.17,-0.009999999999999981,0.45,0.49,0.99,0.01,0.04,-0.029999999999999992,0.5,0.42,0.75,0.04,0.40,-0.15000000000000002,0.54,0.02,0.47,0.42,0.44,0.09000000000000002,0.56,0.58,0.91,0.06,0.24,-0.15000000000000002,0.36000000000000004,0.82,0.92,0.01,0.01,0.06999999999999997,0.17000000000000004
0.66,0.98,0.00,0.15,-0.12999999999999998,0.33999999999999997,0.94,0.94,0.05,0.06,5.551115123125783e-17,0.01000000000000005,0.17,0.30,0.51,0.54,0.15999999999999992,0.31999999999999995,0.82,0.90,0.05,0.14,-0.040000000000000036,0.13000000000000006,0.05,0.46,0.45,0.85,-0.30999999999999994,0.49999999999999994,0.59,0.71,0.23,0.28,0.010000000000000009,0.18000000000000002
0.40,0.82,0.15,0.26,-0.07999999999999996,0.44999999999999996,0.75,0.97,0.03,0.24,-0.20999999999999996,0.22,0.94,0.98,0.02,0.05,-0.029999999999999985,0.04000000000000005,0.47,0.67,0.16,0.21,0.11999999999999997,0.37,0.66,0.83,0.14,0.32,-0.14999999999999997,0.19999999999999996,0.20,0.99,0.01,0.21,-0.19999999999999998,0.79
0.13,0.53,0.31,0.56,-0.09000000000000008,0.56,0.53,0.89,0.06,0.25,-0.14,0.41,0.49,0.50,0.41,0.42,0.08000000000000002,0.10000000000000003,0.70,0.85,0.15,0.18,-0.02999999999999997,0.15000000000000005,0.47,0.79,0.08,0.29,-0.08000000000000002,0.45,0.62,0.84,0.02,0.16,2.7755575615628914e-17,0.36
0.36,0.72,0.08,0.37,-0.08999999999999997,0.56,0.31,0.69,0.01,0.08,0.23000000000000004,0.6799999999999999,0.80,0.94,0.03,0.08,-0.01999999999999995,0.16999999999999996,0.07,0.57,0.40,0.76,-0.32999999999999996,0.5299999999999999,0.27,0.48,0.27,0.61,-0.08999999999999997,0.45999999999999996,0.35,0.73,0.11,0.61,-0.33999999999999997,0.54
0.74,0.76,0.10,0.22,0.01999999999999999,0.16,0.12,0.73,0.11,0.73,-0.45999999999999996,0.77,0.27,0.54,0.18,0.33,0.12999999999999995,0.55,0.66,0.84,0.12,0.25,-0.08999999999999997,0.21999999999999997,0.25,0.54,0.29,0.46,-5.551115123125783e-17,0.46,0.30,0.99,0.00,0.47,-0.45999999999999996,0.7
0.73,0.74,0.07,0.24,0.020000000000000018,0.2,0.02,0.44,0.30,0.72,-0.15999999999999992,0.6799999999999999,0.81,0.82,0.07,0.08,0.10000000000000005,0.11999999999999994,0.74,0.93,0.04,0.22,-0.15000000000000005,0.22,0.35,0.89,0.01,0.59,-0.48,0.64,0.71,0.91,0.07,0.29,-0.2,0.22000000000000003
0.79,0.80,0.16,0.17,0.029999999999999943,0.04999999999999996,1.00,1.00,0.00,0.00,0.0,0.0,0.57,0.60,0.25,0.43,-0.02999999999999997,0.18000000000000005,0.96,0.97,0.03,0.04,-0.009999999999999974,0.010000000000000037,0.14,0.28,0.59,0.71,0.010000000000000009,0.27,0.49,0.63,0.37,0.39,-0.020000000000000018,0.14
0.36,0.64,0.15,0.57,-0.20999999999999996,0.49,0.28,0.40,0.44,0.51,0.08999999999999997,0.27999999999999997,0.42,0.56,0.37,0.57,-0.13,0.21000000000000008,0.10,0.57,0.11,0.89,-0.45999999999999996,0.79,0.73,0.77,0.04,0.17,0.05999999999999997,0.23,0.49,0.55,0.33,0.37,0.07999999999999996,0.18
0.70,0.91,0.07,0.18,-0.09000000000000002,0.23000000000000004,0.79,0.97,0.00,0.07,-0.03999999999999998,0.20999999999999996,0.99,1.00,0.00,0.01,-0.01,0.010000000000000009,0.19,0.94,0.01,0.72,-0.6599999999999999,0.8,0.46,0.89,0.04,0.37,-0.26,0.5,0.08,0.63,0.11,0.72,-0.35,0.81
0.01,0.58,0.35,0.72,-0.29999999999999993,0.64,0.12,0.57,0.23,0.59,-0.15999999999999992,0.65,0.55,0.68,0.15,0.38,-0.06000000000000005,0.29999999999999993,0.00,0.17,0.21,0.39,0.43999999999999995,0.79,0.59,0.64,0.35,0.40,-0.040000000000000036,0.06000000000000005,0.85,0.99,0.00,0.10,-0.09,0.15000000000000002
0.20,0.66,0.00,0.78,-0.44000000000000006,0.8,0.88,0.97,0.00,0.04,-0.009999999999999974,0.12,0.59,0.98,0.01,0.17,-0.15,0.4,0.66,0.89,0.00,0.24,-0.13,0.33999999999999997,0.28,0.96,0.03,0.30,-0.25999999999999995,0.69,0.96,0.96,0.02,0.03,0.010000000000000037,0.020000000000000035
0.53,0.98,0.02,0.42,-0.39999999999999997,0.44999999999999996,0.73,0.77,0.11,0.18,0.04999999999999999,0.16000000000000003,0.23,0.94,0.04,0.06,5.551115123125783e-17,0.73,0.83,0.96,0.03,0.15,-0.10999999999999996,0.14000000000000004,0.25,0.28,0.64,0.74,-0.020000000000000018,0.10999999999999999,0.24,0.71,0.27,0.33,-0.03999999999999998,0.49
0.82,0.91,0.00,0.07,0.019999999999999962,0.18000000000000005,0.04,0.75,0.13,0.57,-0.31999999999999995,0.83,0.96,0.98,0.01,0.04,-0.019999999999999983,0.030000000000000034,0.78,0.99,0.01,0.14,-0.13,0.20999999999999996,0.93,0.96,0.00,0.06,-0.019999999999999962,0.06999999999999995,0.66,0.67,0.05,0.22,0.10999999999999996,0.29
0.79,0.98,0.02,0.14,-0.12,0.18999999999999997,0.37,0.84,0.13,0.15,0.010000000000000037,0.5,0.12,0.83,0.17,0.44,-0.26999999999999996,0.71,0.85,0.92,0.07,0.08,-4.163336342344337e-17,0.08000000000000002,0.12,0.15,0.25,0.57,0.28,0.63,0.95,0.98,0.01,0.05,-0.029999999999999985,0.04000000000000004
0.90,0.98,0.02,0.09,-0.06999999999999998,0.07999999999999997,0.93,0.98,0.01,0.05,-0.029999999999999985,0.05999999999999995,0.95,0.97,0.02,0.05,-0.019999999999999976,0.030000000000000044,0.39,0.86,0.03,0.60,-0.45999999999999996,0.58,0.93,0.95,0.00,0.02,0.030000000000000044,0.06999999999999995,0.37,0.74,0.18,0.28,-0.020000000000000018,0.45
0.96,0.97,0.01,0.03,2.7755575615628914e-17,0.030000000000000034,0.32,1.00,0.00,0.37,-0.37,0.6799999999999999,0.95,0.96,0.01,0.02,0.020000000000000035,0.04000000000000004,0.50,0.65,0.35,0.44,-0.09000000000000002,0.15000000000000002,0.35,0.86,0.01,0.53,-0.39,0.64,0.95,0.98,0.00,0.01,0.010000000000000018,0.050000000000000044
0.83,0.98,0.00,0.01,0.010000000000000018,0.17000000000000004,0.20,0.94,0.05,0.34,-0.27999999999999997,0.75,0.54,1.00,0.00,0.44,-0.44,0.45999999999999996,0.04,0.91,0.04,0.33,-0.24000000000000005,0.9199999999999999,0.96,0.97,0.00,0.02,0.010000000000000026,0.040000000000000036,0.28,0.72,0.05,0.56,-0.28,0.6699999999999999
0.97,0.98,0.01,0.02,1.734723475976807e-17,0.020000000000000025,0.16,0.74,0.19,0.23,0.03,0.6499999999999999,0.74,0.93,0.05,0.26,-0.19000000000000006,0.21000000000000002,0.03,0.12,0.12,0.57,0.31000000000000005,0.85,0.54,0.57,0.07,0.14,0.29000000000000004,0.38999999999999996,0.13,0.21,0.14,0.23,0.56,0.73
0.83,0.96,0.02,0.04,3.469446951953614e-17,0.15000000000000005,0.82,0.83,0.03,0.16,0.010000000000000037,0.15000000000000005,0.85,0.86,0.06,0.14,0.0,0.09000000000000002,0.45,0.93,0.04,0.37,-0.30000000000000004,0.51,0.09,0.49,0.35,0.45,0.06,0.56,0.29,0.58,0.08,0.29,0.13000000000000006,0.63
0.47,0.85,0.04,0.34,-0.19,0.49000000000000005,0.91,0.99,0.01,0.02,-0.009999999999999992,0.07999999999999997,0.89,0.95,0.02,0.11,-0.059999999999999956,0.08999999999999998,0.97,0.99,0.00,0.02,-0.009999999999999992,0.030000000000000027,0.29,0.63,0.17,0.34,0.02999999999999997,0.5399999999999999,0.78,0.89,0.06,0.18,-0.07,0.15999999999999998
0.44,0.65,0.31,0.39,-0.040000000000000036,0.25000000000000006,0.48,0.65,0.29,0.35,0.0,0.23000000000000004,0.23,0.63,0.11,0.75,-0.38,0.66,0.57,0.97,0.02,0.12,-0.08999999999999997,0.41000000000000003,0.84,0.97,0.02,0.12,-0.08999999999999997,0.14000000000000004,0.10,0.76,0.22,0.35,-0.10999999999999999,0.68
0.99,0.99,0.01,0.01,8.673617379884035e-18,8.673617379884035e-18,0.68,0.80,0.03,0.12,0.07999999999999996,0.2899999999999999,0.21,0.57,0.26,0.42,0.010000000000000064,0.53,0.25,0.96,0.00,0.42,-0.37999999999999995,0.75,0.54,0.98,0.01,0.40,-0.38,0.44999999999999996,0.60,0.73,0.16,0.21,0.060000000000000026,0.24000000000000002
0.25,0.76,0.04,0.30,-0.06,0.71,0.60,0.98,0.02,0.37,-0.35,0.38,1.00,1.00,0.00,0.00,0.0,0.0,0.76,0.98,0.02,0.05,-0.029999999999999985,0.22,0.18,0.72,0.16,0.48,-0.19999999999999996,0.66,0.01,0.09,0.26,0.61,0.30000000000000004,0.73
0.35,0.61,0.09,0.49,-0.09999999999999998,0.56,0.29,0.38,0.18,0.45,0.16999999999999998,0.53,0.78,0.98,0.00,0.05,-0.029999999999999985,0.21999999999999997,0.52,0.95,0.04,0.19,-0.13999999999999996,0.44,0.76,0.85,0.05,0.17,-0.01999999999999999,0.19,0.18,0.43,0.49,0.82,-0.2499999999999999,0.33000000000000007
0.16,0.94,0.05,0.17,-0.10999999999999996,0.7899999999999999,0.62,0.80,0.10,0.30,-0.10000000000000003,0.28,0.76,0.89,0.00,0.20,-0.09000000000000002,0.24,0.84,0.87,0.09,0.13,0.0,0.07000000000000003,0.40,0.55,0.16,0.38,0.06999999999999995,0.43999999999999995,0.24,0.62,0.14,0.47,-0.08999999999999997,0.62
0.99,0.99,0.00,0.01,8.673617379884035e-18,0.010000000000000009,0.79,0.97,0.01,0.05,-0.019999999999999976,0.19999999999999996,0.81,0.94,0.05,0.07,-0.009999999999999953,0.13999999999999996,0.59,0.67,0.05,0.32,0.009999999999999953,0.36000000000000004,0.41,0.73,0.26,0.52,-0.25,0.33000000000000007,0.09,0.15,0.24,0.48,0.37,0.67
0.71,0.89,0.08,0.23,-0.12000000000000002,0.21000000000000002,0.88,0.88,0.05,0.07,0.04999999999999999,0.06999999999999999,0.84,0.86,0.04,0.04,0.1,0.12000000000000002,0.87,0.90,0.06,0.11,-0.010000000000000023,0.07,0.81,0.90,0.05,0.14,-0.040000000000000036,0.13999999999999996,0.43,0.77,0.04,0.46,-0.23000000000000004,0.53
0.05,0.45,0.31,0.76,-0.20999999999999996,0.6399999999999999,0.28,0.64,0.14,0.40,-0.040000000000000036,0.58,0.97,0.98,0.01,0.02,1.734723475976807e-17,0.020000000000000025,0.70,0.92,0.03,0.23,-0.15000000000000005,0.27,0.17,0.23,0.05,0.83,-0.05999999999999994,0.7799999999999999,0.74,0.74,0.07,0.15,0.11000000000000001,0.19
0.67,0.84,0.15,0.24,-0.07999999999999996,0.17999999999999997,0.21,0.92,0.08,0.12,-0.040000000000000036,0.7100000000000001,0.89,0.95,0.03,0.08,-0.029999999999999957,0.07999999999999999,0.85,0.89,0.02,0.14,-0.030000000000000027,0.13000000000000003,0.15,0.49,0.30,0.52,-0.010000000000000009,0.55,0.10,0.32,0.01,0.89,-0.21000000000000008,0.89
0.00,0.05,0.54,0.69,0.26,0.45999999999999996,0.21,0.21,0.73,0.74,0.050000000000000044,0.06000000000000005,0.13,0.86,0.02,0.34,-0.2,0.85,0.32,0.63,0.23,0.39,-0.020000000000000018,0.44999999999999996,0.02,0.52,0.33,0.34,0.13999999999999996,0.6499999999999999,0.18,0.83,0.01,0.50,-0.32999999999999996,0.81
0.08,0.85,0.06,0.13,0.020000000000000018,0.8600000000000001,0.38,0.43,0.32,0.38,0.19000000000000006,0.3,1.00,1.00,0.00,0.00,0.0,0.0,0.85,0.98,0.01,0.10,-0.07999999999999999,0.14,0.05,0.59,0.39,0.87,-0.45999999999999996,0.5599999999999999,0.34,0.66,0.09,0.32,0.019999999999999962,0.57
